点赞数,评论数,转发数,发布时间,微博内容
11,0,2,2022-11-19 15:23,【COP27 中国电动大巴助力联合国气候大会低碳减排】《联合国气候变化框架公约》第二十七次缔约方大会（COP27）期间，约300辆天然气动力和电动巴士穿梭在参会嘉宾的驻地和会议场馆之间，成为绿色办会的一大亮点。（新华社） 中国一带一路网的微博视频 
5,0,2,2022-11-19 13:35,【“一带一路”全球行｜“绿”丝带跨越山海】一颗来自中国的“星星”，一排排大风车，一面面蓝色“巨镜”，一条“电力高速路”，“绿”丝带跨越山海。面对气候变化等给人类生存和发展带来的严峻挑战，中国与合作伙伴们一道推动高质量共建“一带一路”，一个又一个绿色项目助力当地发展，为推进全球环境治理作出实实在在的贡献，为美丽地球家园系上展现人与自然和谐共生理念的“绿”丝带。（新华社）
2,0,2,2022-11-19 13:12,【首届“一带一路”青年发展高峰论坛举行 助香港青年了解国家发展战略】由香港“一带一路”总商会和外交部驻香港特派员公署联合主办的首届“一带一路”青年发展高峰论坛17日在香港举行。论坛旨在帮助香港青年了解国家发展战略，助力香港拓展多元发展空间，并为个人发展找到更长、更新、更广的赛道。（新华社）
2,0,2,2022-11-18 18:49,【41件作品获第三届中国－东盟友好合作主题短视频大赛奖项】第三届中国－东盟友好合作主题短视频大赛颁奖仪式16日以线上线下相结合的方式举行。41件来自中国和东盟国家的短视频作品分别获评金、银、铜及优秀奖。（新华社） 中国一带一路网的微博视频 
4,0,4,2022-11-18 16:49,【全球连线｜中国高级别代表出席COP27生物多样性主题日活动】《联合国气候变化框架公约》第二十七次缔约方大会（COP27）正在埃及沙姆沙伊赫举行。埃及政府和联合国环境规划署16日联合主办生物多样性主题日活动。《生物多样性公约》第十五次缔约方大会（COP15）主席国代表、中国生态环境部副部长赵英民出席活动，并就气候变化应对与生物多样性保护协同增效，以及“2020年后全球生物多样性框架”（“框架”）的达成和实施做出展望。（新华社）
3,0,2,2022-11-18 15:47,【全球连线|德国设计师在北京用“香云纱”点染时尚】在北京前门地区的胡同里，“藏”着一个静谧的服装工作室，工作室内制作一种中国古老的丝绸制品——香云纱。工作室的主人是在北京生活22年的德国设计师凯瑟琳·冯·瑞星博。凯瑟琳·冯·瑞星博来到中国，是为了寻找香云纱。她用这种面料设计制作美丽的服饰。自然浸染是香云纱的主要特点，凯瑟琳始终坚持在服装设计中保留原汁原味。她说，越来越多的中国人欣赏香云纱服饰体现出的自然理念。有不少回头客，每个季节都来店里看看新款服饰。（新华社）
5,0,2,2022-11-18 14:51,【“一带一路”上的青春公益力量】在老挝南欧江畔的惠娄村，37岁的盛莲老师在这里教书10余年，见证了村里近几年的蜕变。让她最有切身体会的是，10年前，漏风漏雨是教室的常态，孩子们只能在操场上学习，由于一个大项目的到来，这里不仅建设成了最大的移民村，还修建了新房子、新教室，带来了新课桌、新板凳，为老师配备了办公室。如今，盛莲老师很满足于现在的一切，她的梦想就是希望自己教的孩子好好学习，成长成才，早日为国家、为社会作贡献。（中国青年报）
2,0,2,2022-11-18 14:33,【全球连线｜中国企业为泰国经济发展注入活力】位于泰国“东部经济走廊”核心区域的泰中罗勇工业园是中国首批境外经贸合作园区之一。泰中罗勇工业园内的中国企业大多立足泰国，辐射东盟。区域全面经济伙伴关系协定（RCEP）的生效实施有力推动区域经济复苏，为泰国经济发展注入活力。（新华社）
3,0,2,2022-11-17 16:07,【华为在马拉维启动2022年“未来种子”项目】利隆圭消息：中国华为公司14日在马拉维首都利隆圭举行2022年“未来种子”项目启动仪式，旨在为当地培养信息通信技术人才。100名马拉维青年将在为期5天的“未来种子数字训练营”中接受培训，并通过“科技向善创意挑战赛”提出帮助解决社会问题的技术方案。中国驻马拉维大使龙舟、马拉维信息和数字化部长卡扎科出席启动仪式。（新华社）
4,0,2,2022-11-17 15:07,【郑州－卢森堡“空中丝绸之路”国际合作论坛开幕】郑州－卢森堡“空中丝绸之路”国际合作论坛16日以线上线下相结合方式在河南郑州开幕。中共中央政治局委员、国家发展改革委主任何立峰以视频形式出席开幕式并致辞。（新华社） 
6,0,7,2022-11-17 14:07,【中老铁路老挝段开展线路设备养护】11月16日，中国自主生产的捣固稳定车和道岔捣固车，组成大型养路机械施工车组进入中老铁路老挝段，开始对线路设备进行养护，让列车运行更平稳、更安全。（新华社） 中国一带一路网的微博视频 
6,0,6,2022-11-17 12:06,【在印尼，这首雅万高铁的说唱歌曲火了】“从雅加达到万隆，时速350公里，高铁将行程从3小时缩短到40分钟。”在印度尼西亚，一首说唱歌曲《雅万之歌》走红网络。树木葱茏的爪哇岛上，雅万高速铁路的建设凝聚着印尼民众对发展的热切期盼。（新华社） 中国一带一路网的微博视频 
3,0,2,2022-11-17 11:04,【全球连线｜在中国自种香料做美食的泰国人孙美兰】来自泰国曼谷的孙美兰现在在中国云南的一所高校教泰语。对中文的热爱让她选择在云南定居、安家。她会做泰国菜，还会亲自种植一些香料，传播泰国美食文化。（新华社） 中国一带一路网的微博视频 
3,0,5,2022-11-17 10:53,【新华全媒+丨5600多家展商参加第二十四届高交会】翻译耳机、超薄透明全息屏、频谱光波治疗房……第二十四届中国国际高新技术成果交易会15日在深圳开幕。本届高交会展期5天，展览总面积超过30万平方米，吸引了41个国家和地区的超过5600家展商、逾8600个项目参展。（新华社） 新华全媒+丨5600多家展商参加第二十四届高交会 
4,0,4,2022-11-16 16:19,【中企亮相全球最大医疗器械设备展】杜塞尔多夫国际医疗器械设备展14日在德国杜塞尔多夫会展中心开幕，大量中国企业携创新产品亮相。此展是综合性医疗设备展，其规模和影响力居国际同类展会之首。本次展会聚焦医疗诊断、实验设备、移动医疗、骨科康复治疗和医疗耗材等主题，吸引来自约70个国家和地区的4400多家参展商，其中来自中国大陆的参展商达667家。（新华社）
1,0,3,2022-11-16 13:21,【北京银保监局：引导机构发展出口信用保险保单融资业务】北京银保监局近日印发《关于进一步发挥出口信用保险保单融资作用加强中小微外贸企业金融服务的通知》（下称《通知》），引导北京辖内相关银行保险机构进一步做好出口信用保险保单融资业务，充分发挥政策性出口信用保险保单融资增信作用，切实满足中小微外贸企业金融服务需求。（新华社）
4,0,3,2022-11-16 12:21,【中国政府向白俄罗斯援助新一批新冠肺炎疫苗】中国政府向白俄罗斯援助的第七批共200万剂新冠肺炎疫苗已于近日运抵。在14日举行的疫苗交付仪式上，国家国际发展合作署副署长邓波清表示，新冠肺炎疫情发生以来，中白双方守望相助、携手抗疫。此次中方向白俄罗斯援助新一批200万剂新冠肺炎疫苗，是落实两国领导人重要共识的具体行动，体现中方对两国关系的高度重视和中国人民对白的坚定支持。（新华社）
3,0,3,2022-11-16 11:17,【全球连线丨投资百亿 宝马全新动力电池项目将落地沈阳】宝马全新动力电池项目签约仪式近日在沈阳举行。根据协议，宝马沈阳生产基地将进行动力电池生产项目的大规模扩建，这一全新动力电池项目由华晨宝马进行投资，投资总额约为100亿元人民币。据介绍，全新动力电池项目位于沈阳经济技术开发区中德（沈阳）高端装备制造产业园。这一项目将在数字化和可持续方面树立新标杆，大幅提升宝马动力电池的本土产能和生产规模，为宝马电动化发展的新阶段奠定坚实基础，进一步推进宝马集团最新技术在中国落地。（新华社）
5,0,4,2022-11-16 10:21,【合作共赢，中拉命运共同体走向深入】当今世界，百年变局和世纪疫情相互交织，进入新的动荡变革期。中国与拉美地区国家携手，积极推动互利共赢经贸合作，不断夯实基础设施建设和能源等领域务实合作，合力挖掘数字经济和科技等新兴领域增长潜力，为推动构建中拉命运共同体注入更多正能量。（新华社）
1,0,3,2022-11-16 10:05,【讲好“一带一路”故事 柯桥论坛在绍兴开幕】以“讲好‘一带一路’故事、共享‘一带一路’机遇”为主题的2022新丝路故事汇•柯桥论坛15日在浙江省绍兴市柯桥区开幕，约150位嘉宾齐聚一堂展开深入研讨交流。（新华社） 中国一带一路网的微博视频 
3,0,2,2022-11-15 17:21,【全球连线｜探访印尼青山产业园建设现场】位于印度尼西亚中苏拉威西省的青山工业园区是中国印尼综合产业园区。青山工业园区助推印尼经济发展，为当地民众带来了看得见、摸得着的实惠。由青山集团投资的纬达贝工业园区也吸引了众多中印尼企业前来落户。纬达贝工业园区所在的北马鲁古省，今年二季度的国内生产总值同比大涨27.4%，在印尼所有省份中排第一。（新华社）
7,0,8,2022-11-15 16:20,【“一带一路”全球行｜中印尼合作共促繁荣】雅万高铁连接印尼首都雅加达和西爪哇省省会万隆，全长142公里，最高设计时速350公里。雅万高铁是“一带一路”倡议和中印尼两国务实合作的标志性项目，也是中国高铁首次全系统、全要素、全产业链在海外落地。中国和印尼同为发展中大国、重要新兴经济体，共同利益广泛，合作空间巨大，前途命运相连。以共建中印尼命运共同体为大方向，两国关系将不断取得新的更大发展，持续打造发展中大国互利共赢的典范、共同发展的样板、南南合作的先锋。（新华社）
